Customer,Label
1494,32GB
1494,Stylus
1495,16GB
1495,Case
1495,Stylus
1496,16GB
1497,RetinaDisplay
1497,16GB
1497,Speakers
1498,RetinaDisplay
1498,32GB
1498,Case
1499,32GB
1500,32GB
1501,32GB
1502,RetinaDisplay
1502,32GB
1502,Case
1502,Stand
1502,Speakers
1503,64GB
1504,16GB
1505,16GB
1505,Stand
1505,Stylus
1506,16GB
1506,Case
1506,Speakers
1507,16GB
1507,Case
1507,Stylus
1508,32GB
1509,RetinaDisplay
1509,16GB
1510,16GB
1511,RetinaDisplay
1511,32GB
1511,Case
1511,Stand
1511,Speakers
1511,Stylus
1512,RetinaDisplay
1512,Cellular
1512,32GB
1512,Case
1512,Stand
1512,PlugBug
1512,WirelessKeyboard
1513,16GB
1514,16GB
1515,RetinaDisplay
1515,16GB
1515,Speakers
1516,RetinaDisplay
1516,Cellular
1516,32GB
1516,Speakers
1517,RetinaDisplay
1517,Cellular
1517,16GB
1517,Case
1517,Speakers
1518,16GB
1519,16GB
1520,RetinaDisplay
1520,64GB
1520,Stand
1520,Speakers
1521,RetinaDisplay
1521,Cellular
1521,32GB
1522,16GB
1523,RetinaDisplay
1523,Cellular
1523,32GB
1523,Stand
1523,Speakers
1524,RetinaDisplay
1524,32GB
1524,Case
1524,Stand
1524,Speakers
1524,PlugBug
1524,CameraKit
1524,WirelessKeyboard
1525,32GB
1525,Case
1525,Speakers
1526,32GB
1527,32GB
1528,RetinaDisplay
1528,16GB
1529,RetinaDisplay
1529,32GB
1529,Case
1529,Stand
1529,PlugBug
1530,64GB
1530,Stand
1530,WirelessKeyboard
1531,RetinaDisplay
1531,Cellular
1531,64GB
1531,Stand
1531,Speakers
1531,PlugBug
1532,16GB
1533,Cellular
1533,16GB
1533,Speakers
1534,Cellular
1534,16GB
1534,Speakers
1535,32GB
1536,RetinaDisplay
1536,32GB
1537,Cellular
1537,16GB
1538,RetinaDisplay
1538,16GB
1538,Stylus
1539,RetinaDisplay
1539,32GB
1539,Stand
1539,Speakers
1539,Stylus
1540,RetinaDisplay
1540,16GB
1540,Stand
1541,64GB
1542,RetinaDisplay
1542,Cellular
1542,32GB
1542,Case
1542,Stand
1543,64GB
1543,Stand
1543,Speakers
1544,Cellular
1544,64GB
1545,Cellular
1545,32GB
1545,Stand
1545,PlugBug
1546,RetinaDisplay
1546,Cellular
1546,64GB
1546,Speakers
1547,16GB
1548,16GB
1548,Stylus
1549,16GB
1550,16GB
1550,Stylus
1551,RetinaDisplay
1551,64GB
1551,Case
1551,Speakers
1552,Cellular
1552,32GB
1552,Case
1553,Cellular
1553,16GB
1553,Case
1553,Speakers
1554,32GB
1555,RetinaDisplay
1555,32GB
1556,RetinaDisplay
1556,32GB
1557,RetinaDisplay
1557,16GB
1557,Speakers
1558,16GB
1559,RetinaDisplay
1559,Cellular
1559,32GB
1560,RetinaDisplay
1560,32GB
1560,Speakers
1561,Cellular
1561,32GB
1561,PlugBug
1562,RetinaDisplay
1562,32GB
1562,Stand
1562,Speakers
1562,Stylus
1563,16GB
1564,16GB
1565,16GB
1566,16GB
1567,RetinaDisplay
1567,16GB
1568,RetinaDisplay
1568,16GB
1568,Stand
1569,RetinaDisplay
1569,16GB
1569,Case
1569,Speakers
1570,32GB
1570,Stylus
1571,RetinaDisplay
1571,Cellular
1571,64GB
1571,Case
1571,Stand
1571,Speakers
1572,32GB
1572,Speakers
1573,RetinaDisplay
1573,16GB
1574,16GB
1574,Stylus
1575,16GB
1575,Case
1576,16GB
1576,Stylus
1577,16GB
1577,Speakers
1578,16GB
1578,Stand
1579,16GB
1580,64GB
1581,64GB
1582,RetinaDisplay
1582,Cellular
1582,16GB
1582,Speakers
1583,16GB
1584,RetinaDisplay
1584,16GB
1584,Speakers
1585,16GB
1586,RetinaDisplay
1586,64GB
1586,Speakers
1587,RetinaDisplay
1587,32GB
1587,Stand
1587,Speakers
1588,16GB
1589,32GB
1589,Case
1589,Speakers
1589,Stylus
1590,16GB
1591,16GB
1591,Stand
1592,16GB
1592,Stand
1593,16GB
1594,32GB
1595,16GB
1595,Stand
1596,32GB
1597,RetinaDisplay
1597,32GB
1597,Stand
1598,32GB
1599,RetinaDisplay
1599,16GB
1599,Stand
1600,16GB
1601,RetinaDisplay
1601,32GB
1601,PlugBug
1602,16GB
1602,Case
1603,16GB
1604,64GB
1605,16GB
1606,Cellular
1606,32GB
1606,Case
1606,PlugBug
1606,CameraKit
1607,16GB
1608,16GB
1609,32GB
1609,Speakers
1610,RetinaDisplay
1610,Cellular
1610,64GB
1610,Stand
1610,PlugBug
1611,RetinaDisplay
1611,16GB
1612,RetinaDisplay
1612,16GB
1613,16GB
1614,16GB
1614,Case
1615,RetinaDisplay
1615,16GB
1616,RetinaDisplay
1616,16GB
1617,16GB
1618,16GB
1618,Stand
1619,16GB
1620,16GB
1621,RetinaDisplay
1621,16GB
1622,Cellular
1622,16GB
1623,32GB
1624,16GB
1625,RetinaDisplay
1625,16GB
1626,RetinaDisplay
1626,16GB
1627,32GB
1628,16GB
1628,Case
1628,Speakers
1629,RetinaDisplay
1629,64GB
1629,Stand
1629,Speakers
1629,WirelessKeyboard
1629,Stylus
1630,RetinaDisplay
1630,32GB
1630,Case
1630,Speakers
1630,Stylus
1631,Cellular
1631,32GB
1631,PlugBug
1631,Stylus
1632,16GB
1633,RetinaDisplay
1633,32GB
1633,Speakers
1634,RetinaDisplay
1634,32GB
1634,Stand
1635,32GB
1636,RetinaDisplay
1636,32GB
1636,Speakers
1636,PlugBug
1637,16GB
1638,16GB
1639,RetinaDisplay
1639,32GB
1639,PlugBug
1639,Stylus
1640,64GB
1640,Case
1641,32GB
1642,32GB
1643,16GB
1644,16GB
1645,RetinaDisplay
1645,32GB
1646,32GB
1647,32GB
1648,RetinaDisplay
1648,Cellular
1648,64GB
1648,Case
1648,CameraKit
1649,Cellular
1649,32GB
1649,Case
1649,Stand
1649,Speakers
1650,RetinaDisplay
1650,32GB
1650,Stand
1651,RetinaDisplay
1651,16GB
1652,16GB
1653,32GB
1653,Stand
1653,Speakers
1654,RetinaDisplay
1654,Cellular
1654,32GB
1654,Stand
1654,Speakers
1655,RetinaDisplay
1655,64GB
1656,16GB
1657,16GB
1658,RetinaDisplay
1658,16GB
1659,Cellular
1659,16GB
1659,Case
1660,RetinaDisplay
1660,Cellular
1660,64GB
1660,Case
1660,Stand
1660,PlugBug
1660,CameraKit
1660,WirelessKeyboard
1661,RetinaDisplay
1661,Cellular
1661,32GB
1661,Stand
1662,RetinaDisplay
1662,Cellular
1662,64GB
1663,16GB
1664,32GB
1664,Stand
1665,RetinaDisplay
1665,32GB
1666,64GB
1666,Case
1667,RetinaDisplay
1667,32GB
1667,Speakers
1667,PlugBug
1668,64GB
1668,Case
1668,Stand
1668,Speakers
1668,Stylus
1669,Cellular
1669,32GB
1670,16GB
1671,64GB
1672,RetinaDisplay
1672,Cellular
1672,16GB
1672,Case
1673,32GB
1673,Stand
1673,Stylus
1674,RetinaDisplay
1674,Cellular
1674,16GB
1674,Stand
1674,Speakers
1675,16GB
1676,32GB
1676,Stand
1676,Speakers
1676,PlugBug
1676,Stylus
1677,RetinaDisplay
1677,Cellular
1677,32GB
1677,PlugBug
1678,RetinaDisplay
1678,Cellular
1678,32GB
1678,Case
1678,Stand
1678,Speakers
1679,16GB
1680,RetinaDisplay
1680,32GB
1681,RetinaDisplay
1681,32GB
1681,Stand
1681,Speakers
1681,Stylus
1682,RetinaDisplay
1682,64GB
1682,Case
1682,Speakers
1682,PlugBug
1682,CameraKit
1683,RetinaDisplay
1683,Cellular
1683,32GB
1683,Case
1683,Stand
1683,Speakers
1683,PlugBug
1683,CameraKit
1683,WirelessKeyboard
1683,Stylus
1684,32GB
1685,16GB
1685,Stylus
1686,64GB
1686,Case
1687,32GB
1688,RetinaDisplay
1688,32GB
1688,PlugBug
1689,Cellular
1689,16GB
1690,RetinaDisplay
1690,16GB
1691,RetinaDisplay
1691,64GB
1692,RetinaDisplay
1692,32GB
1692,Case
1692,Stand
1693,16GB
1694,32GB
1695,16GB
1695,Stylus
1696,32GB
1697,RetinaDisplay
1697,16GB
1698,RetinaDisplay
1698,Cellular
1698,32GB
1698,Case
1698,Stand
1699,RetinaDisplay
1699,Cellular
1699,32GB
1699,Stand
1699,Speakers
1700,16GB
1701,16GB
1702,RetinaDisplay
1702,64GB
1702,Speakers
1702,PlugBug
1703,Cellular
1703,32GB
1703,Stand
1703,Speakers
1703,Stylus
1704,RetinaDisplay
1704,16GB
1704,Case
1704,Stand
1704,Speakers
1705,32GB
1706,16GB
1706,Speakers
1707,16GB
1708,32GB
1708,Case
1709,16GB
1709,Stylus
1710,16GB
1711,64GB
1712,RetinaDisplay
1712,Cellular
1712,32GB
1712,Case
1712,Speakers
1713,RetinaDisplay
1713,Cellular
1713,64GB
1713,Stand
1713,Speakers
1713,Stylus
1714,16GB
1715,RetinaDisplay
1715,16GB
1715,Stand
1716,Cellular
1716,16GB
1717,RetinaDisplay
1717,16GB
1718,16GB
1719,16GB
1720,RetinaDisplay
1720,Cellular
1720,32GB
1720,Stand
1720,PlugBug
1721,RetinaDisplay
1721,Cellular
1721,32GB
1721,Stand
1721,Speakers
1722,RetinaDisplay
1722,Cellular
1722,64GB
1722,Stand
1722,Speakers
1723,16GB
1723,Case
1724,RetinaDisplay
1724,32GB
1724,Stand
1725,RetinaDisplay
1725,Cellular
1725,64GB
1725,Case
1725,Speakers
1725,PlugBug
1726,16GB
1726,Case
1726,Stylus
1727,RetinaDisplay
1727,16GB
1728,16GB
1729,Cellular
1729,64GB
1730,RetinaDisplay
1730,32GB
1730,Speakers
1731,32GB
1731,PlugBug
1732,RetinaDisplay
1732,Cellular
1732,64GB
1732,Stand
1732,Speakers
1733,Cellular
1733,32GB
1733,PlugBug
1734,RetinaDisplay
1734,Cellular
1734,32GB
1734,Case
1734,Stand
1735,RetinaDisplay
1735,32GB
1735,Case
1736,RetinaDisplay
1736,16GB
1737,RetinaDisplay
1737,32GB
1737,Case
1737,Stand
1737,Speakers
1738,RetinaDisplay
1738,16GB
1738,Speakers
1739,16GB
1740,RetinaDisplay
1740,16GB
1740,Stylus
1741,32GB
1742,16GB
1743,RetinaDisplay
1743,16GB
1743,Speakers
1744,16GB
1744,Speakers
1745,RetinaDisplay
1745,32GB
1745,Case
1745,Speakers
1746,16GB
1747,RetinaDisplay
1747,64GB
1747,Stand
1747,Speakers
1748,16GB
1749,RetinaDisplay
1749,32GB
1749,Case
1749,Stand
1749,Speakers
1750,32GB
1751,32GB
1751,Stand
1752,RetinaDisplay
1752,Cellular
1752,64GB
1752,Case
1752,Speakers
1753,32GB
1754,RetinaDisplay
1754,Cellular
1754,64GB
1754,Case
1754,Stand
1754,PlugBug
1755,Cellular
1755,16GB
1756,16GB
1757,RetinaDisplay
1757,Cellular
1757,16GB
1758,RetinaDisplay
1758,16GB
1759,16GB
1760,Cellular
1760,16GB
1761,RetinaDisplay
1761,16GB
1761,Speakers
1762,32GB
1762,Case
1763,RetinaDisplay
1763,16GB
1763,Stylus
1764,RetinaDisplay
1764,32GB
1764,Case
1764,Stand
1764,Speakers
1764,PlugBug
1764,WirelessKeyboard
1764,Stylus
1765,64GB
1766,32GB
1766,Case
1766,Speakers
1766,PlugBug
1766,CameraKit
1767,RetinaDisplay
1767,Cellular
1767,32GB
1767,Case
1767,Stand
1767,PlugBug
1767,WirelessKeyboard
1768,16GB
1769,16GB
1770,Cellular
1770,16GB
1770,Stand
1771,16GB
1771,Speakers
1772,32GB
1772,Stylus
1773,16GB
1773,Stand
1774,32GB
1775,32GB
1776,32GB
1776,Stand
1777,RetinaDisplay
1777,16GB
1777,Case
1778,16GB
1779,RetinaDisplay
1779,Cellular
1779,32GB
1779,Case
1779,PlugBug
1780,Cellular
1780,32GB
1780,PlugBug
1781,RetinaDisplay
1781,16GB
1782,16GB
1783,RetinaDisplay
1783,Cellular
1783,32GB
1784,RetinaDisplay
1784,32GB
1784,Speakers
1785,64GB
1786,32GB
1786,PlugBug
1787,Cellular
1787,16GB
1788,16GB
1788,Stylus
1789,Cellular
1789,16GB
1790,16GB
1791,Cellular
1791,16GB
1792,64GB
1793,32GB
1793,Stand
1794,16GB
1795,16GB
1795,Speakers
1796,16GB
1797,16GB
1798,32GB
1799,RetinaDisplay
1799,32GB
1799,Case
1799,Stand
1799,PlugBug
1799,CameraKit
1799,WirelessKeyboard
1800,16GB
1800,Speakers
1801,RetinaDisplay
1801,64GB
1801,Case
1801,Stand
1801,Speakers
1802,16GB
1803,64GB
1803,Case
1803,Stand
1804,RetinaDisplay
1804,32GB
1804,Case
1804,Stand
1804,Speakers
1804,Stylus
1805,32GB
1806,RetinaDisplay
1806,Cellular
1806,64GB
1806,Speakers
1807,32GB
1808,16GB
1808,Stand
1808,Speakers
1809,Cellular
1809,16GB
1810,16GB
1811,32GB
1812,16GB
1812,Stand
1812,Stylus
1813,16GB
1814,32GB
1815,16GB
1816,RetinaDisplay
1816,16GB
1817,16GB
1818,Cellular
1818,16GB
1818,Stylus
1819,16GB
1820,RetinaDisplay
1820,64GB
1820,Stand
1820,PlugBug
1820,WirelessKeyboard
1820,Stylus
1821,RetinaDisplay
1821,32GB
1822,64GB
1823,64GB
1823,Speakers
1823,Stylus
1824,16GB
1825,64GB
1826,32GB
1826,Stand
1826,Speakers
1827,32GB
1828,RetinaDisplay
1828,16GB
1828,Stand
1829,64GB
1830,16GB
1830,Stand
1831,Cellular
1831,16GB
1832,Cellular
1832,32GB
1832,Case
1832,PlugBug
1832,Stylus
1833,32GB
1833,Case
1833,Speakers
1833,CameraKit
1834,16GB
1834,Case
1835,16GB
1836,RetinaDisplay
1836,32GB
1836,Stand
1836,Stylus
1837,RetinaDisplay
1837,Cellular
1837,32GB
1838,16GB
1839,RetinaDisplay
1839,Cellular
1839,32GB
1839,Case
1839,Speakers
1839,PlugBug
1840,16GB
1841,32GB
1841,PlugBug
1842,16GB
1843,RetinaDisplay
1843,Cellular
1843,64GB
1843,Case
1843,Stand
1843,Speakers
1843,PlugBug
1843,CameraKit
1843,WirelessKeyboard
1844,64GB
1844,Case
1845,16GB
1846,Cellular
1846,16GB
1846,Case
1847,Cellular
1847,16GB
1848,RetinaDisplay
1848,64GB
1848,Case
1848,Stand
1848,Speakers
1848,Stylus
1849,RetinaDisplay
1849,16GB
1850,16GB
1851,32GB
1851,Speakers
1852,Cellular
1852,32GB
1852,Case
1852,Speakers
1853,RetinaDisplay
1853,32GB
1853,Case
1853,Speakers
1854,64GB
1854,Case
1854,Stand
1854,Speakers
1855,16GB
1855,Speakers
1856,Cellular
1856,16GB
1857,RetinaDisplay
1857,64GB
1858,RetinaDisplay
1858,Cellular
1858,16GB
1859,16GB
1859,Case
1860,16GB
1861,RetinaDisplay
1861,32GB
1861,Case
1862,Cellular
1862,32GB
1863,32GB
1864,32GB
1864,Speakers
1864,PlugBug
1865,Cellular
1865,16GB
1866,RetinaDisplay
1866,64GB
1866,Case
1866,Stand
1866,Speakers
1866,Stylus
1867,RetinaDisplay
1867,16GB
1867,Case
1867,Speakers
1868,Cellular
1868,16GB
1869,RetinaDisplay
1869,Cellular
1869,32GB
1869,Stand
1869,Speakers
1869,Stylus
1870,16GB
1871,16GB
1872,16GB
1872,Stylus
1873,RetinaDisplay
1873,16GB
1874,RetinaDisplay
1874,64GB
1874,Case
1874,CameraKit
1875,16GB
1876,RetinaDisplay
1876,16GB
1877,32GB
1878,RetinaDisplay
1878,16GB
1879,Cellular
1879,16GB
1880,16GB
1881,Cellular
1881,16GB
1881,Stand
1881,Stylus
1882,RetinaDisplay
1882,Cellular
1882,32GB
1882,Case
1882,Stand
1882,Speakers
1883,RetinaDisplay
1883,Cellular
1883,16GB
1884,16GB
1884,Stylus
1885,RetinaDisplay
1885,Cellular
1885,32GB
1885,Case
1885,Stand
1885,Speakers
1885,PlugBug
1886,32GB
1886,Stand
1887,16GB
1888,RetinaDisplay
1888,64GB
1889,16GB
1890,RetinaDisplay
1890,Cellular
1890,32GB
1890,Case
1890,Speakers
1890,PlugBug
1890,CameraKit
1890,Stylus
1891,32GB
1891,Stand
1892,16GB
1893,16GB
1894,32GB
1894,Case
1894,Speakers
1894,PlugBug
1895,RetinaDisplay
1895,Cellular
1895,32GB
1896,16GB
1897,Cellular
1897,16GB
1898,16GB
1899,RetinaDisplay
1899,Cellular
1899,64GB
1899,Case
1899,Stand
1899,Speakers
1900,RetinaDisplay
1900,Cellular
1900,32GB
1900,Case
1900,Stand
1900,Speakers
1901,RetinaDisplay
1901,32GB
1901,Speakers
1901,PlugBug
1901,Stylus
1902,RetinaDisplay
1902,32GB
1903,16GB
1904,RetinaDisplay
1904,16GB
1905,16GB
1906,16GB
1907,RetinaDisplay
1907,16GB
1908,Cellular
1908,32GB
1908,PlugBug
1909,16GB
1910,RetinaDisplay
1910,Cellular
1910,16GB
1910,Speakers
1911,16GB
1912,16GB
1913,RetinaDisplay
1913,16GB
1914,Cellular
1914,32GB
1914,Case
1914,Stand
1914,Speakers
1915,16GB
1915,Stand
1915,Stylus
1916,16GB
1917,32GB
1917,Case
1918,RetinaDisplay
1918,Cellular
1918,32GB
1918,Case
1918,Speakers
1919,16GB
1919,Stand
1920,32GB
1921,RetinaDisplay
1921,64GB
1921,Case
1921,Stand
1921,Speakers
1922,16GB
1923,RetinaDisplay
1923,Cellular
1923,32GB
1924,RetinaDisplay
1924,Cellular
1924,32GB
1924,Case
1924,Speakers
1925,RetinaDisplay
1925,Cellular
1925,32GB
1925,Case
1925,Stand
1925,Speakers
1926,16GB
1927,RetinaDisplay
1927,64GB
1927,Case
1927,Speakers
1928,16GB
1928,Stylus
1929,RetinaDisplay
1929,16GB
1930,16GB
1931,32GB
1931,Speakers
1932,16GB
1932,Speakers
1933,RetinaDisplay
1933,Cellular
1933,64GB
1933,Case
1933,Stand
1933,Speakers
1934,RetinaDisplay
1934,Cellular
1934,16GB
1934,Stand
1934,Speakers
1935,Cellular
1935,64GB
1935,Stand
1935,Speakers
1935,PlugBug
1935,WirelessKeyboard
1936,16GB
1936,Case
1937,16GB
1938,RetinaDisplay
1938,64GB
1938,Stand
1938,Speakers
1939,64GB
1940,Cellular
1940,32GB
1940,Case
1940,Stand
1941,RetinaDisplay
1941,Cellular
1941,32GB
1941,Stand
1942,16GB
1943,RetinaDisplay
1943,Cellular
1943,16GB
1944,RetinaDisplay
1944,Cellular
1944,32GB
1944,Case
1944,Stand
1944,Speakers
1944,Stylus
1945,RetinaDisplay
1945,Cellular
1945,16GB
1945,Stand
1946,16GB
1947,RetinaDisplay
1947,16GB
1947,Stand
1947,Speakers
1947,Stylus
1948,64GB
1949,RetinaDisplay
1949,32GB
1949,Speakers
1950,RetinaDisplay
1950,64GB
1950,Case
1950,Speakers
1951,RetinaDisplay
1951,32GB
1951,Case
1951,Speakers
1951,PlugBug
1951,CameraKit
1952,Cellular
1952,16GB
1952,Stand
1952,Stylus
1953,16GB
1953,Stylus
1954,16GB
1954,Speakers
1955,16GB
1955,Stylus
1956,RetinaDisplay
1956,Cellular
1956,32GB
1956,Stand
1956,Speakers
1957,RetinaDisplay
1957,32GB
1957,Case
1957,CameraKit
1958,RetinaDisplay
1958,16GB
1959,RetinaDisplay
1959,32GB
1959,PlugBug
1960,RetinaDisplay
1960,Cellular
1960,32GB
1960,Case
1960,Stand
1960,Speakers
1960,PlugBug
1960,WirelessKeyboard
1961,RetinaDisplay
1961,64GB
1961,Case
1961,PlugBug
1961,CameraKit
1961,Stylus
1962,Cellular
1962,16GB
1963,RetinaDisplay
1963,16GB
1964,RetinaDisplay
1964,Cellular
1964,32GB
1964,Stand
1964,Speakers
1965,RetinaDisplay
1965,64GB
1965,Case
1965,Stand
1966,RetinaDisplay
1966,16GB
1967,RetinaDisplay
1967,64GB
1968,Cellular
1968,64GB
1968,Speakers
1968,PlugBug
1969,16GB
1970,RetinaDisplay
1970,16GB
1970,Stylus
1971,16GB
1971,Speakers
1972,16GB
1973,32GB
1974,RetinaDisplay
1974,16GB
1975,64GB
1975,Stand
1976,RetinaDisplay
1976,16GB
1976,Stylus
1977,32GB
1978,Cellular
1978,16GB
1979,RetinaDisplay
1979,32GB
1979,Case
1979,Speakers
1980,32GB
1980,Stand
1981,32GB
1981,Stand
1981,PlugBug
1982,16GB
1983,32GB
1984,RetinaDisplay
1984,Cellular
1984,32GB
1984,Case
1984,Stand
1984,PlugBug
1984,CameraKit
1984,WirelessKeyboard
1985,RetinaDisplay
1985,16GB
1986,RetinaDisplay
1986,16GB
1987,16GB
1988,RetinaDisplay
1988,Cellular
1988,64GB
1988,Stand
1988,Speakers
1989,16GB
1990,RetinaDisplay
1990,16GB
1991,RetinaDisplay
1991,64GB
1991,Speakers
1991,PlugBug
1992,16GB
1992,Stand
1993,Cellular
1993,32GB
1993,Stand
1993,Speakers
1993,PlugBug
1993,WirelessKeyboard
1994,16GB
1995,16GB
1996,32GB
1996,Stand
1996,Speakers
1996,PlugBug
1996,WirelessKeyboard
1996,Stylus
1997,16GB
1998,16GB
1999,32GB
2000,16GB
